"age"	"kids06"	"kids714"	"kids1520"	"hh_inc"	"organic_tastes_better"	"organic_buyer"	"pay_more_organic"	"organic_salience"	"capital"	"urban"	"rural"	"edu_long"	"edu_medium"	"edu_short"	"female"	"org_vol_share"
"316"	59	0	0	0	4	0	0	0	0	0	1	0	0	1	0	1	0.0392023180501108
"317"	71	0	0	0	3	0	0	0	1	0	0	1	0	0	1	1	0
"318"	87	0	0	0	3	1	1	0	1	0	0	1	0	0	1	1	0.0316856780735108
"319"	56	0	0	0	5	0	0	0	0	0	1	0	0	1	0	1	0.166666666666667
"320"	68	0	0	0	4	0	1	1	0	0	0	1	0	1	0	1	0.104615384615385
"321"	47	0	0	0	12	0	0	0	0	0	0	1	0	1	0	1	0
"322"	81	0	0	0	7	0	0	0	1	0	0	1	1	0	0	1	0.124792013311148
"323"	67	0	0	0	4	0	0	0	0	0	1	0	1	0	0	1	0.671578096222092
"324"	84	0	0	0	7	0	0	0	0	0	0	1	0	0	1	1	0.133759724485717
"325"	76	0	0	0	8	1	0	1	1	0	1	0	0	1	0	1	0.195888754534462
"326"	81	0	0	0	6	1	1	1	1	1	0	0	1	0	0	0	0.148387096774194
"327"	51	0	0	1	12	0	0	0	0	1	0	0	1	0	0	1	0.0515275877792978
"328"	68	0	0	0	12	0	0	0	0	0	1	0	0	0	1	1	0.144620811287478
"329"	65	0	0	0	12	0	0	0	0	0	0	1	0	0	0	1	0.642902609802673
"330"	73	0	0	0	2	1	1	1	0	0	1	0	0	0	0	1	0.213656387665198
"331"	58	0	0	0	5	0	0	0	0	0	1	0	0	1	0	1	0.165289256198347
"332"	72	0	0	0	5	0	1	1	1	0	1	0	0	0	1	1	0.138969987154035
"333"	71	0	0	0	3	0	0	0	0	0	0	1	0	0	1	1	0.0551151377878445
"334"	81	0	0	0	7	0	0	0	0	0	1	0	1	0	0	1	0.0166666666666667
"335"	75	0	0	0	7	0	0	0	0	0	1	0	1	0	0	1	0.223197781885397
"336"	83	0	0	0	6	0	0	0	0	0	1	0	0	0	1	0	0.12505710370032
"337"	70	0	0	0	3	0	1	1	0	0	1	0	0	0	1	1	4.625
"338"	44	0	2	1	12	0	0	0	0	0	0	1	1	0	0	1	0
"339"	83	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0.167808219178082
"340"	83	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0.020979020979021
"341"	65	0	0	0	12	1	1	1	1	0	0	1	0	1	0	1	3.10331632653061
"342"	56	0	0	0	11	1	0	0	1	0	1	0	0	0	1	1	0.234887108521486
"343"	58	0	0	0	7	0	0	0	0	0	1	0	0	0	1	1	0.0136705399863295
"344"	68	0	0	0	3	0	0	1	1	0	0	1	0	0	1	0	0.0984848484848485
"345"	69	0	0	0	5	0	0	0	0	0	1	0	0	0	1	1	0.095253958504669
"346"	57	0	0	0	8	0	0	0	0	0	1	0	0	1	0	1	0
"347"	74	0	0	0	6	0	0	0	0	0	1	0	0	1	0	1	0.0321527502967946
"348"	72	0	0	0	7	0	0	0	0	0	1	0	0	0	0	1	0
"349"	59	0	0	0	7	0	0	0	0	1	0	0	0	1	0	1	0.378061224489796
"350"	77	0	0	0	4	0	0	0	0	0	1	0	0	1	0	1	0.085010060362173
"351"	73	0	0	0	4	0	0	0	0	0	1	0	0	0	1	1	0
"352"	70	0	0	0	12	0	0	1	0	0	1	0	1	0	0	0	0.304884318766067
"353"	69	0	0	0	5	0	0	0	1	0	1	0	0	1	0	1	0.0238095238095238
"354"	57	0	0	0	11	0	0	0	0	0	0	1	0	1	0	0	0
"355"	51	0	0	2	8	0	0	0	0	0	0	1	0	1	0	1	0.0356943669827105
"356"	72	0	0	0	6	0	0	0	0	1	0	0	1	0	0	1	0.941971830985916
"357"	63	0	0	0	7	0	0	0	0	0	1	0	0	0	1	1	0.0535420098846787
"358"	71	0	0	0	8	0	0	0	0	0	0	1	0	0	1	1	0.158532669770429
"359"	69	0	0	0	5	1	1	1	0	0	1	0	1	0	0	1	0.723809523809524
"360"	58	0	0	0	12	0	1	1	1	0	0	1	1	0	0	1	15.3471502590674
"361"	69	0	0	0	2	0	0	0	1	0	0	1	0	1	0	1	0.0470430107526882
"362"	65	0	0	0	7	1	1	1	1	0	0	1	0	0	1	1	0.075617970388257
"363"	61	0	0	0	7	1	1	1	1	0	1	0	0	0	1	0	0.418867924528302
"364"	75	0	0	0	5	1	1	0	1	0	1	0	0	1	0	1	0.489583333333333
"365"	92	0	0	0	12	0	0	0	0	0	1	0	0	0	1	1	0.267857142857143
"366"	75	0	0	0	5	1	1	1	1	0	0	1	0	1	0	0	0.428648410326753
"367"	87	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0.306818181818182
"368"	69	0	0	0	7	0	0	1	0	0	1	0	0	1	0	1	0.196745562130178
"369"	77	0	0	0	6	0	0	1	0	0	1	0	0	1	0	1	0.0260973954799311
"370"	79	0	0	0	7	0	0	0	0	0	1	0	0	1	0	1	0.159746657283603
"371"	73	0	0	0	7	0	0	0	0	0	0	1	0	0	1	1	0.0590635738831615
"372"	56	0	0	0	7	1	1	1	1	0	1	0	1	0	0	1	0.890381679389313
"373"	58	0	0	0	12	0	0	0	0	0	0	1	0	0	1	1	0.0454545454545455
"374"	79	0	0	0	3	0	0	0	0	0	0	1	0	1	0	1	0.0182392996108949
"375"	56	0	0	0	12	0	0	0	0	0	1	0	0	1	0	1	0.690080098582871
"376"	74	0	0	0	4	1	1	0	0	0	0	1	0	0	0	1	0.143979057591623
"377"	62	0	0	0	6	0	0	0	0	0	1	0	0	0	0	1	0.597066436583261
"378"	51	0	0	0	10	0	0	0	0	1	0	0	0	1	0	1	0.0998263888888889
"379"	63	0	0	0	4	0	0	0	1	0	0	1	0	1	0	1	0.187854151268785
"380"	79	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0.0375586854460094
"381"	66	0	0	0	4	0	0	0	0	0	0	1	1	0	0	1	0
"382"	76	0	0	0	5	0	0	0	1	0	1	0	0	1	0	1	0.0175438596491228
"383"	79	0	0	0	4	0	0	0	0	0	0	1	0	0	1	1	0.0194552529182879
"384"	64	0	0	0	12	0	1	1	1	0	0	1	1	0	0	0	2.40881458966565
"385"	60	0	0	0	12	0	0	0	1	0	1	0	0	0	1	1	0.0178424865289227
"386"	57	0	0	0	6	0	0	0	0	0	0	1	1	0	0	1	1.11304347826087
"387"	58	0	0	0	7	1	1	1	0	1	0	0	0	1	0	1	0.426143464133967
"388"	69	0	0	0	6	0	0	1	1	0	0	1	0	1	0	0	0.46363172022561
"389"	55	0	0	2	12	0	0	0	0	0	1	0	0	0	0	1	0.0637133648152312
"390"	75	0	0	0	10	0	0	1	0	0	0	1	0	1	0	1	0.0117254317717817
"391"	76	0	0	0	2	1	1	1	0	0	0	1	0	0	0	0	0
"392"	74	0	0	0	6	0	0	1	1	0	1	0	0	1	0	0	0.188186813186813
"393"	48	0	0	0	7	0	0	0	0	0	0	1	0	0	1	1	0.0147221199852779
"394"	82	0	0	0	7	0	0	0	0	0	1	0	0	1	0	1	0.278740157480315
"395"	56	0	1	1	11	0	0	0	0	0	0	1	0	1	0	0	0.04437295468412
"396"	60	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0.0267165375367352
"397"	66	0	0	0	11	0	0	0	0	0	1	0	0	1	0	1	0.0438476294875308
"398"	76	0	0	0	8	0	0	0	0	0	0	1	1	0	0	1	0.0952151307361917
"399"	51	0	2	0	11	0	0	0	0	0	1	0	0	1	0	0	0.101021897810219
"400"	84	0	0	0	7	0	0	0	0	0	1	0	1	0	0	1	0.100728675525075
"401"	76	0	0	0	4	0	0	0	0	1	0	0	0	1	0	1	0
"402"	58	0	0	0	9	1	1	1	1	0	1	0	1	0	0	1	0.211378457387002
"403"	68	0	0	0	10	1	1	1	0	0	0	1	1	0	0	1	5.14333333333333
"404"	83	0	0	0	6	1	1	1	1	0	1	0	1	0	0	0	0.230322239830956
"405"	46	0	2	0	12	1	1	1	0	0	1	0	0	0	0	1	0
"406"	79	0	0	0	10	0	0	0	0	0	0	1	1	0	0	0	0.0484261501210654
"407"	77	0	0	0	8	0	0	0	0	0	1	0	0	0	1	0	0.119358909313247
"408"	64	0	0	0	7	0	0	0	0	0	0	1	1	0	0	1	0.207715133531157
"409"	60	0	0	0	9	0	0	0	0	0	1	0	0	1	0	1	0.0217202432667246
"410"	55	0	0	0	12	1	1	1	1	0	1	0	0	1	0	1	2.57253433208489
"411"	44	0	0	0	7	0	0	0	0	0	0	1	1	0	0	0	0
"412"	70	0	0	0	7	1	1	1	0	0	1	0	1	0	0	1	0.24819125511167
"413"	64	0	0	0	7	1	0	1	0	0	1	0	0	0	0	1	1.96572668112798
"414"	73	0	0	0	3	0	1	1	1	0	0	1	0	0	1	0	2
"415"	80	0	0	0	6	1	0	0	1	0	1	0	0	1	0	1	0.40068300444341
"416"	69	0	0	0	5	0	0	0	0	0	1	0	0	1	0	1	0.0397300386142163
"417"	70	0	0	0	6	0	0	0	0	0	0	1	1	0	0	0	0.145624254333637
"418"	86	0	0	0	4	1	1	0	0	0	1	0	0	0	1	1	0.0596760443307758
"419"	63	0	0	1	3	0	0	0	0	0	1	0	0	0	1	1	0
"420"	73	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0.408247210653504
"421"	86	0	0	0	2	1	1	1	1	0	0	1	0	0	1	1	0.10369031160268
"422"	68	0	0	0	12	0	0	0	0	0	0	1	0	0	1	1	0.0672968252337409
"423"	59	0	0	0	12	0	0	0	0	0	1	0	0	0	0	1	0.0182612015870644
"424"	79	0	0	0	5	1	1	1	1	0	1	0	0	0	1	1	0.0866632384524638
"425"	77	0	0	0	5	0	0	1	0	1	0	0	1	0	0	1	0.0677966101694915
"426"	73	0	0	0	4	0	0	0	0	0	0	1	0	0	1	1	0.0391585760517799
"427"	57	0	0	0	12	0	0	0	0	0	0	1	0	1	0	1	0.269119246103661
"428"	73	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0.0167540670497763
"429"	41	0	0	0	12	0	0	0	0	1	0	0	1	0	0	0	0.0184729064039409
"430"	65	0	0	0	12	0	0	0	0	0	0	1	0	1	0	1	0.0445682451253482
"431"	54	0	0	0	12	0	0	0	0	0	0	1	0	1	0	1	0.0355987055016181
"432"	61	0	0	0	2	1	0	0	1	0	0	1	0	1	0	1	0.033373063170441
"433"	70	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0.0406471018616373
"434"	78	0	0	0	8	1	1	0	1	0	1	0	0	0	1	1	0.250303091533643
"435"	90	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0.00989732368288167
"436"	69	0	0	0	4	1	0	1	0	0	1	0	0	1	0	1	0.14727146146843
"437"	73	0	0	0	7	1	1	1	1	0	1	0	0	1	0	1	0.56978756884343
"438"	81	0	0	0	4	0	0	0	0	0	0	1	0	0	1	1	0
"439"	82	0	0	0	7	0	0	0	0	1	0	0	0	0	1	1	0.0658857979502196
"440"	72	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0
"441"	57	0	0	0	12	1	1	1	1	0	0	1	0	1	0	1	0.389635690629262
"442"	69	0	0	0	7	0	0	0	0	0	0	1	0	1	0	1	0.334801762114537
"443"	82	0	0	0	5	0	1	1	1	1	0	0	0	0	1	1	0.67948717948718
"444"	74	0	0	0	7	1	1	1	1	0	1	0	0	1	0	0	0.445540116539668
"445"	74	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0.655737704918033
"446"	54	0	0	0	6	0	0	0	0	0	1	0	1	0	0	1	0
"447"	75	0	0	0	6	0	0	0	0	1	0	0	0	0	1	1	0.0528171176593419
"448"	76	0	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0
"449"	81	0	0	0	8	0	1	1	1	0	0	1	1	0	0	1	0.363802420275516
"450"	72	0	0	0	5	0	0	0	0	0	0	1	0	1	0	1	0.0770352598028838
"451"	77	0	0	0	3	0	0	0	1	1	0	0	0	0	1	1	0.077843827085608
"452"	54	0	0	0	6	0	0	0	0	0	1	0	1	0	0	1	0.399217221135029
"453"	81	0	0	0	3	0	0	0	1	1	0	0	1	0	0	1	0.650331125827815
"454"	86	0	0	0	6	1	1	1	1	0	0	1	1	0	0	0	8.22974472807991
"455"	63	0	0	0	7	1	1	1	1	0	0	1	0	0	1	1	0.181616832779623
"456"	47	1	0	2	12	1	1	1	1	0	0	1	0	1	0	1	0.123422929237521
"457"	77	0	0	0	9	0	0	0	0	0	0	1	1	0	0	0	0.0815545331120833
"458"	81	0	0	0	3	0	1	0	0	0	0	1	0	0	0	1	0.267148014440433
"459"	56	0	0	0	7	0	0	0	0	0	0	1	0	1	0	1	0.0606060606060606
"460"	70	0	0	0	2	1	1	0	1	0	0	1	0	0	1	1	1.52897435897436
"461"	75	0	0	0	12	1	1	1	1	1	0	0	1	0	0	1	1.42068965517241
"462"	65	0	0	0	12	1	1	1	1	1	0	0	0	0	1	0	0.254237288135593
"463"	73	0	0	1	7	0	0	0	0	0	1	0	0	1	0	0	0.216816047801963
"464"	60	0	0	1	8	0	1	1	0	0	1	0	0	0	0	1	63.3384615384615
"465"	87	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0.0465017517783204
"466"	77	0	0	0	5	0	0	0	0	0	0	1	1	0	0	1	0.217606789951368
"467"	76	0	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0
"468"	50	0	0	0	5	0	0	0	0	0	0	1	0	0	1	0	0.0755442620699128
"469"	42	0	4	0	8	1	0	0	1	0	1	0	0	1	0	1	0.121872034363918
"470"	68	0	0	0	7	0	0	0	0	0	0	1	0	0	1	1	0.161040569835862
"471"	52	0	0	0	11	0	0	0	0	0	0	1	0	1	0	1	0.0427542754275428
"472"	74	0	0	0	9	1	1	1	0	1	0	0	1	0	0	0	0.232931726907631
"473"	68	0	0	0	8	1	1	1	1	1	0	0	1	0	0	1	0.534682080924855
"474"	71	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0.238881829733164
"475"	75	0	0	0	7	0	0	0	1	0	0	1	0	1	0	1	0.0722543352601156
"476"	63	0	0	0	12	1	1	1	1	0	1	0	0	1	0	0	0.0538922155688623
"477"	60	0	0	0	4	0	0	0	0	0	1	0	0	0	1	1	0.0340008840229846
"478"	79	0	0	0	4	1	1	1	1	0	1	0	0	0	1	1	0.028687270501836
"479"	65	0	0	0	7	0	0	0	0	0	0	1	0	0	1	1	0.0753880266075388
"480"	74	0	0	0	5	0	0	0	0	1	0	0	0	1	0	1	0.124352331606218
"481"	74	0	0	0	5	0	0	0	0	0	0	1	0	1	0	1	0.113935633966654
"482"	59	0	0	0	10	0	0	1	1	0	0	1	0	1	0	1	0.0168827253542358
"483"	47	0	0	0	12	0	0	1	0	0	1	0	0	1	0	1	0.146726862302483
"484"	75	0	0	0	4	0	0	0	0	0	1	0	0	1	0	1	0.122448979591837
"485"	67	0	0	0	7	0	0	0	1	0	0	1	0	0	1	1	0
"486"	67	0	0	0	2	1	0	0	0	0	0	1	0	0	1	1	0.0182696492764682
"487"	75	0	0	0	4	0	1	0	0	0	1	0	0	1	0	1	0.142637166707189
"488"	54	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0.683636363636364
"489"	60	0	0	0	7	0	0	0	0	0	1	0	0	1	0	1	0.0557312252964427
"490"	61	0	0	0	12	0	0	0	0	0	1	0	0	0	1	1	0.124324324324324
"491"	43	0	0	0	12	0	0	0	0	0	1	0	1	0	0	1	0.322104862498811
"492"	65	0	0	0	4	0	0	0	0	0	0	1	0	0	1	1	0.0930232558139535
"493"	39	1	0	0	9	0	0	0	1	0	0	1	1	0	0	1	0.576241134751773
"494"	76	0	0	0	9	0	0	0	0	0	0	1	0	0	1	1	0.121951219512195
"495"	63	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0.0308295964125561
"496"	64	0	0	0	12	0	0	0	0	0	1	0	0	1	0	1	0.106500809406151
"497"	56	0	0	2	7	0	0	0	1	0	0	1	0	1	0	1	0.0721709006928406
"498"	52	0	0	1	10	0	0	0	0	0	0	1	0	0	0	1	0.208221626452189
"499"	66	0	0	0	9	1	1	1	1	1	0	0	1	0	0	1	0.198928844682479
"500"	61	0	2	0	12	0	0	1	1	1	0	0	0	1	0	1	0.123582977141795
"501"	60	0	0	0	11	0	0	0	0	0	1	0	0	0	1	0	0.149934664625103
"502"	76	0	0	0	4	1	1	1	1	1	0	0	0	1	0	1	0.756164383561644
"503"	78	0	0	0	6	0	0	0	0	0	1	0	1	0	0	0	0.00654613466334165
"504"	46	0	2	1	7	0	0	0	0	0	0	1	1	0	0	1	0
"505"	64	0	0	0	6	0	0	0	0	0	0	1	0	1	0	1	0.0417827298050139
"506"	52	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0.0727748691099476
"507"	81	0	0	0	10	0	0	0	0	0	1	0	1	0	0	0	0.00161999287203136
"508"	74	0	0	0	7	0	0	0	0	0	1	0	0	0	1	1	0.0736761320030698
"509"	59	0	0	1	10	0	0	0	1	0	1	0	1	0	0	1	0.139636986668094
"510"	51	0	0	0	9	1	1	1	1	0	1	0	1	0	0	1	0.202360876897133
"511"	40	0	2	0	12	0	0	0	0	0	1	0	1	0	0	1	0.0766188828472566
"512"	63	0	0	0	11	0	0	0	0	0	1	0	0	1	0	1	0
"513"	70	0	0	0	5	0	1	1	0	0	1	0	0	0	1	1	0.0925464117484068
"514"	47	0	0	1	7	0	0	0	0	0	0	1	0	0	1	1	0
"515"	76	0	0	0	8	0	0	0	0	1	0	0	1	0	0	0	0
"516"	72	0	0	0	6	0	1	0	1	1	0	0	0	1	0	0	0.735754320411023
"517"	46	0	1	0	11	0	0	0	0	0	0	1	0	1	0	1	0.0911406736484574
"518"	72	0	0	0	12	1	1	1	1	1	0	0	1	0	0	1	0.952469711090401
"519"	71	0	0	0	6	0	0	0	0	1	0	0	0	0	1	1	0.137783221065524
"520"	80	0	0	0	6	0	0	0	0	1	0	0	0	0	0	1	0.37160751565762
"521"	84	0	0	0	5	1	1	1	1	1	0	0	1	0	0	1	1.32561403508772
"522"	88	0	0	0	3	0	0	0	0	1	0	0	0	0	1	1	0.71304347826087
"523"	73	0	0	0	8	1	1	1	1	1	0	0	1	0	0	1	2.55992912289584
"524"	67	0	0	0	12	0	1	1	0	1	0	0	1	0	0	1	0.642046825971518
"525"	68	0	0	0	6	1	0	0	0	1	0	0	0	1	0	1	0.466926070038911
"526"	67	0	0	0	12	0	1	1	1	1	0	0	0	1	0	1	0.16039543121521
"527"	70	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0.0692239858906526
"528"	55	0	0	1	8	0	0	0	0	0	1	0	0	0	1	1	0.533031674208145
"529"	74	0	0	0	6	1	1	1	1	0	0	1	0	1	0	1	0.254409769335142
"530"	45	0	2	0	12	1	1	1	0	0	0	1	1	0	0	1	0.383480825958702
"531"	77	0	0	0	12	0	0	0	0	1	0	0	0	0	0	1	0.0563837704955006
"532"	77	0	0	0	5	0	0	0	1	0	0	1	0	1	0	1	0.0984142310691871
"533"	66	0	0	0	7	0	0	0	0	0	1	0	1	0	0	1	0.177572443271104
"534"	57	0	0	0	7	0	0	0	0	0	1	0	0	0	1	1	0.0564759036144578
"535"	55	0	0	1	8	0	0	0	0	0	1	0	0	1	0	1	0.239080459770115
"536"	71	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0
"537"	70	0	0	0	7	0	0	0	0	0	0	1	0	1	0	1	0.0647871839170724
"538"	59	0	0	0	5	0	0	0	0	0	1	0	0	1	0	1	0.286532951289398
"539"	60	0	0	0	12	0	1	1	1	0	0	1	1	0	0	1	0.230373831775701
"540"	86	0	0	0	3	0	0	0	0	0	0	1	0	0	1	1	0.00985221674876847
"541"	61	0	0	0	10	1	1	1	1	0	0	1	0	1	0	1	0.165876777251185
"542"	85	0	0	0	4	0	0	0	0	0	1	0	0	0	1	1	0.233223322332233
"543"	63	0	0	0	9	0	0	0	0	0	0	1	0	1	0	1	0.431286934919261
"544"	59	0	0	0	7	0	0	0	0	0	1	0	0	1	0	1	0.0787900105522336
"545"	82	0	0	0	8	1	0	1	1	0	1	0	0	0	1	1	0.0564652738565782
"546"	40	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0.147239263803681
"547"	69	0	0	0	3	0	1	1	0	1	0	0	0	0	0	1	0.30188679245283
"548"	69	0	0	0	7	0	0	0	0	1	0	0	0	1	0	1	0.351701782820097
"549"	45	1	0	1	12	0	0	0	0	1	0	0	0	1	0	1	0.101522842639594
"550"	47	0	0	0	12	0	0	0	0	0	1	0	0	1	0	1	0.0743227882412605
"551"	51	0	0	0	6	1	0	0	0	0	1	0	0	1	0	1	0.12221041445271
"552"	68	0	0	0	3	1	1	1	1	0	1	0	1	0	0	1	1.20234741784038
"553"	75	0	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0.178350440416394
"554"	76	0	0	0	8	0	0	0	1	0	1	0	0	0	1	1	0
"555"	63	0	0	0	12	0	1	0	1	1	0	0	1	0	0	1	0.490805840995133
"556"	49	0	0	0	2	1	0	1	1	0	1	0	0	0	1	1	0.278787878787879
"557"	75	0	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0
"558"	78	0	0	0	4	0	0	0	0	0	0	1	0	0	1	1	0
"559"	63	0	0	0	10	1	0	0	0	0	0	1	0	0	1	1	0.0785957558291852
"560"	71	0	0	0	3	0	0	0	1	0	0	1	0	0	1	1	0.238095238095238
"561"	70	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
"562"	77	0	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0.101864612217112
"563"	79	0	0	0	7	0	0	0	0	0	0	1	0	0	1	1	0.384615384615385
"564"	80	0	0	0	5	0	0	1	0	0	0	1	0	1	0	1	0.356084158773769
"565"	72	0	0	0	12	0	0	0	1	1	0	0	1	0	0	1	0.10239711959017
"566"	49	0	0	1	7	1	0	1	0	1	0	0	1	0	0	1	0.293780687397709
"567"	59	0	0	0	4	1	1	1	0	0	1	0	0	0	0	1	0.697214734950584
"568"	65	0	0	0	8	1	1	1	1	1	0	0	0	0	1	0	0.272991934329213
"569"	80	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0
"570"	84	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0.101382488479263
"571"	65	0	0	0	12	0	0	1	0	1	0	0	1	0	0	0	2.66463707739144
"572"	73	0	0	0	3	0	0	0	0	1	0	0	0	0	1	1	0
"573"	67	0	0	0	7	1	1	0	0	0	0	1	1	0	0	1	0.215834518551788
"574"	71	0	0	0	2	1	1	1	1	0	0	1	0	1	0	1	0.377071951106584
"575"	65	0	0	0	12	1	1	1	1	0	1	0	1	0	0	1	0.270158639175953
"576"	72	0	0	0	3	0	1	1	1	0	1	0	1	0	0	1	0.308663145620413
"577"	71	0	0	0	4	0	0	0	0	0	1	0	1	0	0	1	0.217283950617284
"578"	61	0	0	0	7	0	0	0	0	0	1	0	0	1	0	1	0.0235849056603774
"579"	65	0	0	0	12	1	1	1	1	0	1	0	1	0	0	0	2.03606748109366
"580"	73	0	0	0	7	0	0	1	0	0	1	0	0	0	0	1	0.173957797220793
"581"	72	0	0	0	8	0	1	1	1	1	0	0	0	1	0	1	0.472018473240967
"582"	72	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0
"583"	81	0	0	0	5	1	0	1	0	0	1	0	0	0	1	1	0.0537450199203187
"584"	62	0	0	0	10	0	0	0	1	0	0	1	0	1	0	1	0.0133112636440452
"585"	87	0	0	0	10	1	1	1	1	1	0	0	0	0	1	1	0.000841373120933363
"586"	72	0	0	0	9	0	0	0	0	0	0	1	0	1	0	0	0.601952580195258
"587"	48	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0.00331235508446505
"588"	80	0	0	0	5	0	0	0	0	0	1	0	0	0	1	1	0.0118714088988081
"589"	92	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0.162169174883238
"590"	62	0	0	0	3	0	1	0	1	0	1	0	0	1	0	1	1.18835081455032
"591"	76	0	0	0	5	0	0	1	0	0	1	0	0	0	1	1	0.0160819436884556
"592"	72	0	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0.094388751464653
"593"	84	0	0	0	11	0	0	0	0	1	0	0	0	1	0	0	0.237345522261723
"594"	80	0	0	0	5	1	1	0	1	0	0	1	0	0	1	1	0.0316326991730309
"595"	62	0	0	0	7	1	0	0	1	0	1	0	0	1	0	1	0.178929765886288
"596"	43	1	2	0	7	0	1	0	0	0	0	1	0	1	0	1	0
"597"	85	0	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0.135486056226713
"598"	61	0	0	0	5	0	0	0	0	0	1	0	1	0	0	1	0.327182718271827
"599"	66	0	0	0	7	0	0	0	0	0	0	1	0	0	1	1	0
"600"	47	0	0	0	12	1	1	1	1	0	0	1	0	1	0	1	0.824620573355818
"601"	78	0	0	0	8	0	1	0	0	0	0	1	0	1	0	1	0.202954048140044
"602"	79	0	0	0	4	0	0	0	0	0	0	1	0	1	0	1	0
"603"	72	0	0	0	5	1	1	1	1	1	0	0	1	0	0	1	0.901360544217687
"604"	74	0	0	0	9	0	0	1	0	1	0	0	0	1	0	1	0.575238095238095
"605"	70	0	0	0	3	0	0	0	1	0	1	0	0	0	1	1	0.16537603360021
"606"	63	0	0	0	6	0	0	0	0	0	1	0	0	1	0	1	0
"607"	65	0	0	0	4	0	0	0	1	0	1	0	1	0	0	1	0.0597714340362454
"608"	55	0	0	1	7	0	0	0	0	0	1	0	0	1	0	1	0.027027027027027
"609"	66	0	0	0	12	0	1	1	1	1	0	0	0	1	0	1	0.287238083180351
"610"	41	0	0	0	7	1	1	1	1	0	0	1	0	0	1	1	0.272977099236641
"611"	52	0	0	0	8	0	0	0	0	0	0	1	0	0	0	1	0.119678836539918
"612"	51	0	0	0	4	0	0	0	1	0	1	0	0	1	0	0	0
"613"	53	0	0	0	12	0	0	0	0	1	0	0	1	0	0	1	0.117106773823192
"614"	47	0	0	1	7	1	1	1	1	1	0	0	0	0	1	1	0.155982905982906
"615"	82	0	0	0	3	1	0	0	0	0	1	0	0	0	1	1	0
"616"	84	0	0	0	2	0	0	0	1	0	1	0	0	0	1	1	0.120413455049195
"617"	78	0	0	0	5	0	0	0	1	0	0	1	1	0	0	1	0.0533480500367918
"618"	77	0	0	0	8	0	0	0	0	0	1	0	1	0	0	1	0.137788778877888
"619"	48	0	0	0	12	1	0	1	0	0	1	0	0	1	0	0	0.148387096774194
"620"	58	0	0	0	7	1	1	1	1	0	1	0	0	1	0	1	0.147422680412371
"621"	63	0	0	0	4	0	0	0	0	0	0	1	0	1	0	1	0.0204208002318749
"622"	69	0	0	0	4	1	1	1	0	0	1	0	0	0	1	1	0.0439599085633902
"623"	69	0	0	0	7	0	1	1	1	0	1	0	0	1	0	1	0.607686662997615
"624"	66	0	0	0	4	0	0	0	0	0	1	0	0	0	1	1	0.0554477405045744
"625"	69	0	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0.0482936252414681
"626"	52	0	0	0	8	0	0	0	0	0	1	0	0	1	0	1	0.1725768321513
"627"	55	0	2	0	12	0	0	0	0	0	1	0	0	1	0	0	0.0682011935208866
"628"	56	0	0	1	12	0	0	0	0	0	1	0	0	1	0	1	0.0960654062340317
"629"	58	0	0	0	12	0	0	0	0	0	0	1	0	1	0	1	0.0442346594740391
"630"	79	0	0	0	7	0	0	1	0	0	0	1	0	0	1	0	0.0357967051798594
"631"	84	0	0	0	7	0	0	0	0	0	1	0	0	1	0	1	0.0220118864186661
"632"	72	0	0	0	8	0	0	0	0	0	1	0	0	0	1	1	0.16066338429645
"633"	78	0	0	0	6	0	0	0	0	0	0	1	1	0	0	0	0.0321274981027068
